Text,Stemming,True Label,Predicted Label,Correct
nope... Danantara nya yang mending bikin unit baru hedge fund... mumpung ada Ray Dalio sebagai penasihat... tapi kalo kolateral aset nya udah busuk gini engga pake underlying minerba cs ya main gila aja itu wowo... INA aja msh merangkak belum sampe profit yg BOMBASTIS :),nope danantara nya mending bikin unit hedge fund mumpung ray dalio nasihat kalo kolateral aset nya udah busuk gin engga pake underlying minerba cs ya main gila aja wowo ina aja msh rangkak sampe profit yg bombastis,2,0,False
Melihat kronisnya Korupsi di Indonesia. Semoga Presiden Prabowo menerbitkan perpu hukuman mati pada koruptor dan pembuktian terbalik Danantara Pertamax Ahok https://t.co/CHYNc7do2T,kronis korupsi indonesia moga presiden prabowo terbit perpu hukum mati koruptor bukti balik danantara pertamax ahok,2,0,False
@GenZNusantara IHSG meroket dan investor senang! Progres positif dari Danantara dan RUPST Himbara menaikkan keyakinan,ihsg roket investor senang progres positif danantara rupst himbara naik yakin,1,1,True
@SFT03MYUNGJAE kak anjir ciuman mulu nge apa? ngepet? hahahha danantara itu apa? ,kak anjir cium mulu nge ngepet hahahha danantara,2,2,True
Bayangkan jika setiap warga Indonesia jadi jutawan sejak lahir! Apa peran Danantara dalam mewujudkan mimpi ini? Simak pandangan Ichsanuddin Noorsy. #Danantara https://t.co/1WSlY9rQzS,bayang warga indonesia jutawan lahir peran danantara wujud mimpi simak pandang ichsanuddin noorsy,2,2,True
@DrEvaChaniago @yaniarsim Yang penting danantara berjalan,danantara jalan,1,1,True
@JedTeguh03 Semangat Danantara Presiden Prabowo percaya sama usaha kalian,semangat danantara presiden prabowo percaya usaha,1,1,True
@JedTeguh03 Hebat! Presiden Prabowo selalu hadir buat support anak bangsa kayak Danantara,hebat presiden prabowo hadir support anak bangsa kayak danantara,1,1,True
@reaareaa__ Presiden Prabowo dukung Danantara dengan cara yang bener-bener nyata dan terasa,presiden prabowo dukung danantara benerbener nyata,1,1,True
Pertamina yg diaudit aja bs kecolongan ahaha gbs bayangin itu gmn Danantara yg ga bs diaudit walach 33×,pertamina yg audit aja bs colong ahaha gbs bayangin gmn danantara yg ga bs audit walach 33,0,0,True
@JedTeguh03 Dukungan Presiden Prabowo ke Danantara bener-bener ngasih contoh bahwa pemimpin itu harus merangkul inovasi,dukung presiden prabowo danantara benerbener ngasih contoh pimpin rangkul inovasi,1,1,True
@GenZNusantara 8% di depan mata with BPI Danantara menjadikan Indonesia destinasi investasi yang powerful,8 mata with bpi danantara jadi indonesia destinasi investasi powerful,1,1,True
@JedTeguh03 Pak Prabowo berikan support ke Danantara inovasi dan kreativitas jadi makin dihargai negara,prabowo support danantara inovasi kreativitas harga negara,1,1,True
@triyps_ @CryptoWaveID Ya benar bahwa Ray Dalio batal menjadi penasihat Danantara menurut laporan Bloomberg dan GuruFocus pada 27 Mei 2025. Alasan keputusannya belum jelas karena tidak ada pernyataan resmi dari Dalio atau Danantara. Beberapa posting di X menunjukkan kekecewaan dan spekulasi tentang,ya ray dalio batal nasihat danantara lapor bloomberg gurufocus 27 mei 2025 alas putus nyata resmi dalio danantara posting x kecewa spekulasi,2,2,True
@reaareaa__ Ada Presiden Prabowo di balik Danantara semangat anak bangsa buat inovasi makin membara,presiden prabowo danantara semangat anak bangsa inovasi bara,1,1,True
@G_VanyJKT48 @aniesbaswedan Bahkan jubirnya Ray Dalio aja belum kasih penjelasan kenapa dia milih keluar dr danantara,jubirnya ray dalio aja kasih jelas milih dr danantara,2,2,True
JEJAK DANANTARA,jejak danantara,2,2,True
@dheppylovelly Salut buat masyarakat Indonesia semua sepakat Investasi Danantara harus jujur dan terbuka,salut masyarakat indonesia sepakat investasi danantara jujur buka,1,1,True
Pembentukan Danantara sebagai Badan Pengelola Investasi (BPI) berfokus pada pertumbuhan ekonomi nasional. Ayo bergabung dan jadilah bagian dari perubahan besar untuk menciptakan dunia yang lebih inklusif dan berkelanjutan! #Danantara https://t.co/fj1Gx4cDxt,bentuk danantara badan kelola investasi bpi fokus tumbuh ekonomi nasional ayo gabung ubah cipta dunia inklusif lanjut,1,1,True
Semakin Yakin kalo dulu kita bukan dijajah belanda tetapi sesama warga Indonesia lalu jepang masuk dan jepang cara kerja nya kerja sama dengan pejabat korup #IndonesiaGelap #IndonesiaGelap2025 #PertamaxOplosan #danantara,kalo jajah belanda warga indonesia jepang masuk jepang kerja nya kerja jabat korup,0,0,True
@PujieMinoR @Jateng_Twit @kimshincan @pertamina Bener biar rugi aja nanti danantara uangnya bisa buat dibagi2 ,bener biar rugi aja danantara uang dibagi2,0,0,True
@GenZNusantara Di bawah Rosan BPI Danantara siap jadi pelopor ekonomi maju,ros bpi danantara pelopor ekonomi maju,1,1,True
@bumnbersatu @Andiarief__ @prabowo @islah_bahrawi @jokowi @KSPgoid Kerjakan di dapur MBG atau koperasi merah putih mas atau danantara mas masa habisin sekian ratus trilliun rupiah gak bisa buka lowongan kerja cmn ada nya lowongan anggaran...???,kerja dapur mbg koperasi merah putih mas danantara mas habisin sekian ratus trilliun rupiah gak buka lowong kerja cmn nya lowong anggar,0,0,True
@reaareaa__ Presiden Prabowo kasih banyak motivasi buat Danantara biar terus berkembang,presiden prabowo kasih motivasi danantara biar kembang,1,1,True
dengarin space danantara mayan seru,dengarin space danantara mayan seru,2,2,True
@JedTeguh03 Berkat perhatian Presiden Prabowo ke Danantara Indonesia jadi punya harapan baru di bidang teknologi,berkat perhati presiden prabowo danantara indonesia harap bidang teknologi,1,1,True
@GenZNusantara Investor semakin percaya diri dengan IHSG yang menguat. Kejelasan Danantara dan RUPST Himbara bikin suasana makin cerah,investor percaya ihsg kuat jelas danantara rupst himbara bikin suasana cerah,1,1,True
@oginar @sarah_pndjtn @profesor_saham @sarah_pndjtn @profesor_saham Berita soal Ray Dalio mundur dari Danantara belum jelas. Bloomberg bilang dia batal jadi penasihat tapi pejabat Danantara termasuk CEO Rosan Roeslani bantah keras dan bilang Dalio masih terlibat dengan rapat terakhir minggu lalu. Belum ada,berita ray dalio mundur danantara bloomberg bilang batal nasihat jabat danantara ceo ros roeslani bantah keras bilang dalio libat rapat minggu,2,2,True
bukan pengalihan isu pada kenyaataan nya semua penting danantara pertamax pagarlaut semua penting'penting untuk jadi beban pikiran',alih isu kenyaataan nya danantara pertamax pagarlaut pentingpenting beban pikir,0,0,True
Danantara hadir sebagai motor penggerak dalam mempercepat pertumbuhan ekonomi nasional. ðŸ‡®ðŸ‡© #Danantara #EkonomiMaju https://t.co/JeQDPxkm6I,danantara hadir motor gerak cepat tumbuh ekonomi nasional,1,1,True
@GenZNusantara Maju bareng BPI Danantara kejar ekonomi berkelanjutan yang positif,maju bareng bpi danantara kejar ekonomi lanjut positif,1,1,True
SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian Danantara Teriring kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis Oke Gas menuju kemenangan selamat Hari Raya Idul Fitri 1446 H ï¸,sorry yeeee maaf transparan buat ruu tni salah diri danantara iring hangat penuh raga makan gizi gratis oke gas menang selamat raya idul fitri 1446 h,0,0,True
Namun tak sedikit yg skeptis mengaitkannya dengan skandal dan praktik korupsi di masa lalu. Lalu apakah Danantara bisa membawa Indonesia ke arah positif atau mengulang kesalahan yg sama? Yuk simak ulasan lengkapnya di https://t.co/Tp1PT9ChYV #bppmequilibrium #danantara https://t.co/qHw22PSsBs,yg skeptis kait skandal praktik korupsi danantara bawa indonesia arah positif ulang salah yg yuk simak ulas lengkap,2,2,True
@GenZNusantara Langkah pertama BPI Danantara menuju masa depan ekonomi yang lebih cerah,langkah bpi danantara ekonomi cerah,1,1,True
@BosPurwa Mata pemerintah lihat gak yg kayak gini jgn cuma omon2 Danantara MBG TBC. Do something real !,mata perintah lihat gak yg kayak gin jgn omon2 danantara mbg tbc do something real,0,0,True
Shm! Serius nanya. Fungsinya ex-PM Tony Blair masuk ke jajaran dewan pengawas Danantara apa ya guys? Ekonom bukan ahlinya juga bukan,shm serius nanya fungsi expm tony blair masuk jajar dewan awas danantara ya guys ekonom ahli,2,2,True
bos danantara udh bilang naik turun itu biasa.. yg jadi pertanyaan turunnya sampe kapan? ,bos danantara udh bilang turun yg turun sampe,0,0,True
@dheppylovelly Investasi Danantara berkomitmen ke arah yang benar-benar penuh integritas,investasi danantara komitmen arah benarbenar penuh integritas,1,1,True
@dheppylovelly Bangga lihat transparansi Danantara semoga investasi makin berkualitas!,bangga lihat transparansi danantara moga investasi kualitas,1,1,True
@GenZNusantara Kita maju bersama BPI Danantara menuju ekonomi yang lebih stabil dan berkelanjutan. Keep supporting!,maju bpi danantara ekonomi stabil lanjut keep supporting,1,1,True
@FrediRandi4 Joint Fund Danantara buktiin visi dan optimismenya Presiden Prabowo itu bukan sekedar kata-kata,joint fund danantara buktiin visi optimisme presiden prabowo dar katakata,1,1,True
Apakah diblow upnya skandal pertamina seizin big bos akan menaikkan kepercayaan investor terhadap danantara? Or even burying it deeper..we ll see.,diblow upnya skandal pertamina izin big bos naik percaya investor danantara or even burying it deeperwe ll see,2,2,True
@SekilasKripto @raymondchins ada DANANTARA Namanya,danantara nama,2,2,True
-- korupsi besar yang terjadi di Pertamina yang menyebabkan kerugian negara hingga 800 triliun rupiah dampaknya adalah terjadi penurunan kepercayaan publik terhadap perusahaan pelat merah satu ini akibatnya dividen bisa menurun dan Danantara pun berpotensi kena getahnya.,korupsi pertamina sebab rugi negara 800 triliun rupiah dampak turun percaya publik usaha pelat merah akibat dividen turun danantara potensi kena getah,0,0,True
pnm gimama kabarnya ya? apa ikut kecatut sama danantara?,pnm gimama kabar ya catut danantara,2,2,True
@1rfani @suryapg96 @yyymleh @tasaralesya Kemaren ada artikel pertamina siap dikelola danantara loh,kemaren artikel pertamina kelola danantara loh,2,2,True
@kangngabei @arifin34533 yups apalagi UU BUMN&gt; danantara....jadi kesimpulannya KIM+ dan presiden....ga niat goalkan RUU perampasan aset,yups uu bumn danantarajadi simpul kim presidenga niat goalkan ruu ampas aset,2,2,True
@msaid_didu gocekan issue danantara emg kudu level masiv pak distraksi nya,gocek issue danantara emg kudu level masiv distraksi nya,0,0,True
Berita Singkat BUMN: Surveyor Indonesia ILCS Waskita Karya Danantara Bank BSI Bio Farma KIM IndonesiaRe Jasa Armada Indonesia GARAM. PINDAD https://t.co/L7hOBqHucJ @surveyor_id @ilcs_id @PTWASKITAKARYA1 @Danantara_ri @bankbsi_id @biofarmaID @ptkimmedan @Indonesia_Re https://t.co/sWESNSyy8s,berita singkat bumn surveyor indonesia ilcs waskita karya danantara bank bsi bio farma kim indonesiare jasa armada indonesia garam pindad,2,2,True
Muncullah kasus oplosan pertalite jadi Pertamax... Selama tu didiemin... Danantara diluncurkan diluncurkan jg kasus Pertamina oplos pertalite untuk memuluskan danantara agar masyarakat terlena dg isu oplos pertalite. #DanantaraKonspirasiJahat #indonesiagelap,muncul oplos pertalite pertamax tu didiemin danantara luncur luncur jg pertamina oplos pertalite mulus danantara masyarakat lena dg isu oplos pertalite,0,0,True
Efisiensi Danantara Korup BBM,efisiensi danantara korup bbm,0,0,True
@JedTeguh03 Makin cinta sama negeri sendiri lihat Presiden Prabowo support Danantara kayak gini,cinta negeri lihat presiden prabowo support danantara kayak gin,1,1,True
Perekrutan orang asing dlm mengelola DANANTARA bagi saya itu pengkhianatan terhadap bangsa dan negara.Badan pengelolaan aset/keuangan negara itu wajib dikelola oleh bangsa sendiri dan yg profesional bersih dari kasus korupsi. Bagaimana menurut pendapat anda ? @mohmahfudmd,rekrut orang asing dlm kelola danantara khianat bangsa negarabadan kelola asetkeuangan negara wajib kelola bangsa yg profesional bersih korupsi dapat,0,0,True
@kusuma12197 Ngurusin partai lain pejabat lain yang efek nya gak serusak pilihan lu dan jongos2 nya teriak nohhh MBG basi BUMN mau diambil si danantara pertamax di oplos duhh bnyk bngt lain nya Seengga nya waktu si kodok masih sama MEGA rmang bisa dy sengerusak ini?? Mikir ncun,ngurusin partai jabat efek nya gak rusak pilih lu jongos2 nya teriak nohhh mbg basi bumn ambil si danantara pertamax oplos duhh bnyk bngt nya seengga nya si kodok mega rmang dy sengerusak mikir ncun,0,0,True
Dukung Danantara membangun tata kelola investasi nasional yang lebih baik dan berkelanjutan #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/YfgPINdsO1,dukung danantara bangun tata kelola investasi nasional lanjut,1,1,True
SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI ï¸ Masih banyak salah seperti pendirian Danantara ï¸ Acap berkata kasar dan mengucapkan Ndasmu Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis Oke,sorry yeeee maaf transparan buat ruu tni salah diri danantara acap kasar ndasmu iring salam hangat penuh raga makan gizi gratis oke,0,0,True
@SabardiIbn90083 @didilionrich Pos Anggaran buat Danantara 326 T lebih besar dari anggaran MBG artinya BUMN nya dah busuk semua..,pos anggar danantara 326 t anggar mbg bumn nya dah busuk,0,0,True
@erickthohir Ada yang meralat putusan namun tidak memberikan alasan yang jelas mengapa mundur dari Danantara. https://t.co/DLTcxu2Vii,ralat putus alas mundur danantara,2,2,True
Danantara sebagai sarana investasi unggulan yang dapat mempercepat realisasi investasi dan berkontribusi besar terhadap pertumbuhan ekonomi Indonesia. https://t.co/HOUHiIaBiZ,danantara sarana investasi unggul cepat realisasi investasi kontribusi tumbuh ekonomi indonesia,1,1,True
@FrediRandi4 Selamat buat Presiden Prabowo Joint Fund Danantara kayak gini bikin Indonesia lebih diperhitungkan,selamat presiden prabowo joint fund danantara kayak gin bikin indonesia hitung,1,1,True
@ARSIPAJA jalan panjang sritex dimulai dari pemilu kapolri wapressampai danantara https://t.co/B5HrUJrRS7 https://t.co/mOVtguoBQr,jalan sritex milu kapolri wapressampai danantara,2,2,True
@TirtoID Rakyat gak percaya ke @DPR_RI apalagi kalau ngawasin Danantara.,rakyat gak percaya ngawasin danantara,0,0,True
@TodungLubis Pemerintah slalu menemukan cara mudah utk meminjam. Pinjaman G2G diubah mjd SUN tnp syarat tp maturity &amp; ratenya mencekik. SUN diubah mjd surat hutang Danantara bukan sj tnp syarat tp jg tak mengganggu KPI hutang luar negeri rezim. Bodo amat ratenya mencekik leher rakyat.,perintah slalu temu mudah utk pinjam pinjam g2g ubah mjd sun tnp syarat tp maturity ratenya cekik sun ubah mjd surat hutang danantara sj tnp syarat tp jg ganggu kpi hutang negeri rezim bodo ratenya cekik leher rakyat,0,0,True
@KompasTV Memang tidak aman kalau ketahuan... Ketahuan pun ya masuk penjara Ada tuh koruptor BI Rp100 miliar Keluar penjara jadi Komut PLN sama ketua tim pakar Danantara. Intinya sih JADILAH KORUPTOR,aman tahu tahu ya masuk penjara tuh koruptor bi rp100 miliar penjara komut pln ketua tim pakar danantara inti sih koruptor,0,0,True
Penunjukan Blair sebagai Dewan Pengawas Danantara tentu menimbulkan berbagai reaksi. Beberapa pihak mempertanyakan urgensi dan alasan di balik pemilihan tokoh asing dengan latar belakang seperti Blair.,tunjuk blair dewan awas danantara timbul reaksi urgensi alas pilih tokoh asing latar blair,2,2,True
@re_search30 @txtdrimedia Muncul nominator baru Danantara,muncul nominator danantara,2,2,True
@FrediRandi4 Langkah kolaboratif Presiden Prabowo lewat Joint Fund Danantara layak banget diapresiasi,langkah kolaboratif presiden prabowo joint fund danantara layak banget apresiasi,1,1,True
@reaareaa__ Dukungan maksimal Presiden Prabowo ke Danantara adalah kunci keberhasilan bersama,dukung maksimal presiden prabowo danantara kunci hasil,1,1,True
https://t.co/j9gUiilBXK setelah Coretax terbitlah danantara,coretax terbit danantara,2,2,True
@FrediRandi4 Langkah Presiden Prabowo fokus pada masa depan Indonesia makanya Joint Fund Danantara hadir,langkah presiden prabowo fokus indonesia joint fund danantara hadir,1,1,True
@Rena_mareta @prabowo Danantara membawa harapan baru bagi Indonesia untuk bersaing di kancah ekonomi global yuk dukung.,danantara bawa harap indonesia saing kancah ekonomi global yuk dukung,1,1,True
@mas_veel Danantara diurus salah satu alumni KPK?,danantara urus salah alumni kpk,2,2,True
@V3g3L Danantara....dana hilang tak kentara... ,danantaradana hilang kentara,0,0,True
@reaareaa__ Presiden Prabowo jadi contoh leader top dukung Danantara tanpa ragu,presiden prabowo contoh leader top dukung danantara ragu,1,1,True
Laporan Bloomberg ini hanya berselang 2 bulan setelah sejumlah pejabat pemerintah mengumumkan rencana keterlibatan Dalio dalam anggota penasihat BPI Danantara. Bloomberg melaporkan bahwa nama Dalio juga sudah tidak tercantum dalam dewan penasihat BPI Danantara ,lapor bloomberg selang 2 jabat perintah umum rencana libat dalio anggota nasihat bpi danantara bloomberg lapor nama dalio cantum dewan nasihat bpi danantara,2,2,True
@GenZNusantara Cekatan dan bijaksana! Itu BPI Danantara kita yang siap bawa perubahan ekonomi,cekat bijaksana bpi danantara bawa ubah ekonomi,1,1,True
@GenZNusantara Investor tambah happy saat IHSG menguat. Kredit untuk Danantara dan hasil RUPST Himbara jelas terasa,investor happy ihsg kuat kredit danantara hasil rupst himbara,1,1,True
Ini bisa diUp dengan Danantara kah. https://t.co/zBj0iUTi4m,diup danantara kah,2,2,True
@IndoPopBase Kebayang nanti Danantara gimana guys? Silent tau2 boncos negara,bayang danantara gimana guys silent tau2 boncos negara,0,0,True
@JedTeguh03 Tahap demi tahap Danantara berkembang berkat semangat dari Presiden Prabowo,tahap tahap danantara kembang berkat semangat presiden prabowo,1,1,True
DANANTARA debut soon ‍↕️‍↔️,danantara debut soon,2,2,True
Rosan Bantah Kabar Mundurnya Ray Dalio dari Danantara https://t.co/FGrsnJzrEN,ros bantah kabar mundur ray dalio danantara,2,2,True
@VIVAcoid Wkwkwk baru diresmikan danantara sudah rangking 6 dunia kepingin muntah kalo lihat berita kayak gini.Bukan sekalian rangking ke 1.biar kebodohan smp ke ubun ubun. https://t.co/1MOwG3vvk9,wkwkwk resmi danantara rangking 6 dunia kepingin muntah kalo lihat berita kayak ginibukan rangking 1biar bodoh smp ubun ubun,0,0,True
@thalissuffering lalu bikin danantara dan advisernya asing semua. lalu dibikinin buku soal kebobrokannya. nikmat mana lagi yang kau dustakan? ,bikin danantara advisernya asing dibikinin buku bobrok nikmat kau dusta,0,0,True
@anneserlo @prabowo Minta sama Danantara aja ratusan milyar.,danantara aja ratus milyar,0,0,True
Investasi di sektor prioritas kini lebih terarah bersama Danantara. #Danantara #InvestasiNasional #BPIDanantara https://t.co/jRt7jPd0qD,investasi sektor prioritas arah danantara,1,1,True
INILAH DANANTARA SESUNGGUHNYA (fuck u wowo),danantara sungguh fuck u wowo,0,0,True
@blue_berets7 Bacooootttt tuh danantara juga impor koruptor dari thailand jadi anggotanya kenapa gak lu bahas? Dasar buzzer anjingggg lu cuma dibayar gak sampe seribu perak per twit tega bener bikin konflik horizontal terus,bacooootttt tuh danantara impor koruptor thailand anggota gak lu bahas dasar buzzer anjingggg lu bayar gak sampe ribu perak twit tega bener bikin konflik horizontal,0,0,True
@GenZNusantara Kolaborasi dan inovasi hadirkan harapan bareng BPI Danantara,kolaborasi inovasi hadir harap bareng bpi danantara,1,1,True
@bud1_f1 @WagimanDeep212_ minimal dia sdh berhasil nyariin kerjaan buat anak &amp; menantunya......skrg lg berusaha utk anak bungsunya blm berhasil2. mau dimasukkan ke danantara udah keburu ketahuan,minimal sdh hasil nyariin kerja anak menantunyaskrg lg usaha utk anak bungsu blm berhasil2 masuk danantara udah keburu tahu,0,0,True
@ARSIPAJA Gak akan buka lapangan kerja semua duit negara masuk ke danantara udah keg liat kasino nya para kabinet +62,gak buka lapang kerja duit negara masuk danantara udah keg liat kasino nya kabinet 62,0,0,True
maksudnya danantara ya,maksud danantara ya,2,2,True
@browgenius Tahun 2030: Tempat ini dulunya bekas kantor danantara,2030 dulunya bekas kantor danantara,0,0,True
@reaareaa__ Dukungan Presiden Prabowo ke Danantara bisa bikin efek domino positif di dunia industri kita,dukung presiden prabowo danantara bikin efek domino positif dunia industri,1,1,True
Wow bahasan Danantara jadi hilang karena berita-berita korupsi bermunculan. Kereen.,wow bahas danantara hilang beritaberita korupsi muncul kereen,0,0,True
@msaid_didu Tinggal nunggu berita danantara dikorupsi,tinggal nunggu berita danantara korupsi,0,0,True
@ganzuii @muhammadiyah Kelola danantara koq ga ada juga?,kelola danantara koq ga,0,0,True
@txtdrjkt Danantara : Rp. ---- T ?,danantara rp t,2,2,True
Rosan Roeslani membantah kabar keluarnya Ray Dalio dari jajaran Dewan Penasihat Danantara Rabu (28/5/2025). Kemarin saya baru minggu lalu ketemu timnya anaknya juga Mark Dalio. Kita pembicaraan berjalan lancar ujar Rosan saat dimintai keterangan di Istana Rabu https://t.co/2MksL7YpFt,ros roeslani ban kabar keluar ray dalio jajar dewan nasihat danantara rabu 2852025 kemarin minggu ketemu tim anak mark dalio bicara jalan lancar ros terang istana rabu,2,2,True
BADAN Pengelola Investasi (BPI) Daya Anagata Nusantara (Danantara) mengumumkan penandatanganan Nota Kesepahaman (Memorandum of Understanding/MoU) dengan perusahaan pertambangan asal Prancis https://t.co/3LUVBLTSld,badan kelola investasi bpi daya anagata nusantara danantara umum penandatanganan nota paham memorandum of understandingmou usaha tambang prancis,2,2,True
@FrediRandi4 Presiden Prabowo terus bawa energi positif dengan Joint Fund Rp 67 5 T bareng global Danantara makin solid,presiden prabowo bawa energi positif joint fund rp 67 5 t bareng global danantara solid,1,1,True
@JedTeguh03 Seneng liat Presiden Prabowo setia kasih dukungan buat Danantara,neng liat presiden prabowo setia kasih dukung danantara,1,1,True
@hoteliercrypto Bli kenapa raydalio mengundurkan diri dari danantara?,bli raydalio undur danantara,2,2,True
@famajiid Tolong kupas sekalian arti kunjungan PM Singapura November lalu yang dibarengi ramainya pemberitaan soal rencana peresmian berdirinya Danantara. Kenapa peresmian badan pengelola investasi yang konon semirip Temasek ini mendadak dibatalkan?,tolong kupas arti kunjung pm singapura november bareng ramai berita rencana resmi diri danantara resmi badan kelola investasi konon mirip temasek dadak batal,2,2,True
@raymondchins Lu percaya @raymondchins ?? Ayolah...bangun lah dr mimpimu nanti di oplos lagi danantara nya,lu percaya ayolahbangun dr mimpi oplos danantara nya,0,0,True
Apa Peran Hashim Djojohadikusumo di Proyek Kilang Danantara? #TempoPlus https://t.co/mxxqjJLc7U,peran hashim djojohadikusumo proyek kilang danantara,2,2,True
karena financenya 100% isinya zionist israel gila banget danantara njir,financenya 100 isi zionist israel gila banget danantara njir,0,0,True
Banyak isu2 penting yg ketutup krn pemberitaan korupsi dimana2 Jangan lupa efisiensi yg acak2an ini diperhatiin jumlah K/L ditambah sementara K/L yg berkaitan sama kepentingan rakyat dananya dipangkas habis2an belum lagi tntg danantara apa lah itu Jgn lengah guys ,isu2 yg tutup krn berita korupsi dimana2 lupa efisiensi yg acak2an diperhatiin kl tambah kl yg kait penting rakyat dana pangkas habis2an tntg danantara jgn lengah guys,0,0,True
@peaarrlyyy SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI Mash banyak salah seperti pendirian Danantaraï¸ Acap berkata kasar dan mengucapkan Ndasmu Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis,sorry yeeee maaf transparan buat ruu tni mash salah diri danantara acap kasar ndasmu iring salam hangat penuh raga makan gizi gratis,0,0,True
@profesor_saham Karena danantara sudah diluncurkan. Biasanya apa? Yak pengalihan tisu,danantara luncur yak alih tisu,0,0,True
@DenmasSojo @prabowo Danantara Indonesia Percepat pembiayaan transisi energi https://t.co/q76ixr6TuD,danantara indonesia cepat biaya transisi energi,1,1,True
Logikanya SosRepLibDemSosKom bkl lebih serius ngurusnya kalo dah di Danantara; Itu idup-matinya mrk.,logika sosreplibdemsoskom bkl serius ngurusnya kalo dah danantara idupmatinya mrk,2,2,True
@sammi_ananta @islah_bahrawi Nama danantara &amp; pejabatnya melambung,nama danantara jabat lambung,2,2,True
danantara bukti nyata inovasi lokal berkualitas https://t.co/vnDm8tmUNy,danantara bukti nyata inovasi lokal kualitas,1,1,True
@JedTeguh03 Bangga punya Presiden yang mau dukung Danantara dengan sepenuh hati,bangga presiden dukung danantara sepenuh hati,1,1,True
@FrediRandi4 Inovasi keren dari Danantara dan global Joint Fund Rp 67 5 Triliun cermin visi luar biasa Presiden Prabowo,inovasi keren danantara global joint fund rp 67 5 triliun cermin visi presiden prabowo,1,1,True
@DMarginale @hansssolo Ngga la semu tergantung koneksi dong... Roslan aja bisa jadi ceo danantara... Kasus korupsi juga kan Kurang hebat apalagi tu di negeri tanpa harapan dan etika ini... Yaa minimal jadi wakil ketua partai kuning bisa laa,ngga la semu gantung koneksi roslan aja ceo danantara korupsi hebat tu negeri harap etika yaa minimal wakil ketua partai kuning laa,0,0,True
@athenakiddos WKWKWKWKKWKEKEKEKEK semangat dah. Cm bs memberi semangat gw soalnya kalo memberi uang gw gk punya. Udh dikeruk semua sama danantara dan petinggi pertamina ,wkwkwkwkkwkekekekek semangat dah cm bs semangat gw kalo uang gw gk udh keruk danantara petinggi pertamina,0,0,True
Tren positif ekonomi nasional menunjukkan masa depan yang cerah. Terima kasih untuk kerja keras bersama yang membawa Indonesia makin maju. #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/HXXMwds4XJ,tren positif ekonomi nasional cerah terima kasih kerja keras bawa indonesia maju,1,1,True
@tempodotco Gilee semua bisnis semua sektor diambil alih oleh negara.. Bikin danantara bikin hilirisasi.. Pakai sumber daya alam dan uang milik negara utk ngasih hidup/ gaji orang2 terdekat penguasa. Sedangkan Pengusaha byk yg berjatuhan krn pajak2 dan pungli tambah mengganas.. ,gilee bisnis sektor ambil alih negara bikin danantara bikin hilir pakai sumber daya alam uang milik negara utk ngasih hidup gaji orang2 dekat kuasa usaha byk yg jatuh krn pajak2 pungli ganas,0,0,True
@StefanAntonio__ Rosan yakin rebound. Danantara akan beraksi beli saham.,ros rebound danantara aksi beli saham,2,2,True
Ketua DPR RI Puan Maharani menghadiri peluncuran Badan Pengelola Investasi Daya Anagata Nusantara (Danantara). https://t.co/1NvzW2y5f8,ketua dpr ri puan maharani hadir luncur badan kelola investasi daya anagata nusantara danantara,2,2,True
@GenZNusantara Dengan IHSG yang kembali naik investor optimis. Ini semua berkat kejelasan Danantara dan hasil RUPST Himbara,ihsg investor optimis berkat jelas danantara hasil rupst himbara,1,1,True
@CNNIndonesia Yamg percaya cuma pengikut pengikut bapak yang otaknya cuma 1/4 aja pak. Dari danantara di bentuk aja squad nya udah kepentingan politik semua,yamg percaya ikut ikut otak 14 aja danantara bentuk aja squad nya udah penting politik,0,0,True
@JedTeguh03 Presiden Prabowo selalu support anak bangsa termasuk Danantara,presiden prabowo support anak bangsa danantara,1,1,True
@tham878 Msh ada yg kurang disampaikan modal awal Danantara jg dr APBN hasil penghematan efisiensi. Ada jelas itu pidatonya Presiden. Orang tarik tabungan di Bank BUMN bukan takut uangnya dipakai Danantara tapi lebih ke takut jika Danantara gagal n modal Bank BUMN tsb tergerus_,msh yg modal danantara jg dr apbn hasil hemat efisiensi pidato presiden orang tarik tabung bank bumn takut uang pakai danantara takut danantara gagal n modal bank bumn tsb gerus,0,0,True
Presiden Prabowo hadir jaga stabilitas lewat deviden Danantara. #TelkomSetorDanantara https://t.co/fdkFrQnLve,presiden prabowo hadir jaga stabilitas deviden danantara,1,1,True
tiba-tiba KPK show off masif begini. iya ini real case dan kita harus kawal tapi timing-nya itu lho yang mencurigakan. jangankan Danantara pagar laut apa kabar?,tibatiba kpk show off masif iya real case kawal timingnya lho curiga danantara pagar laut kabar,0,0,True
@reaareaa__ Kalau ada Presiden Prabowo yang dukung Danantara kayak gini jadi makin semangat juga dong,presiden prabowo dukung danantara kayak gin semangat,1,1,True
Dampak Danantara,dampak danantara,2,2,True
